FIR No.,FIR Date,Unit Name,PS Name,Crime Head,Occurrence From,Occurrence To,MO - Tools,MO - Entry Point,MO - Entry,MO - Premises,MO - Search,Accused Count,MO - Concealment,MO - Target,Property Lost,Came By,Fled By,Vehicle Category,MO - Vehicle Start,Place Of Theft,Offender Vehicle,Victim Was,Fled Towards,ATM Location Type,MO - ATM,Alarm,Brief Facts
KA-DHA-06/0002/2024,10-Jan-2024 2345 hrs,Dharwad,KA-DHA-06,Theft - Vehicle,09-Jan-2024 1357 hrs,09-Jan-2024 1821 hrs,None Observed,,,,,Two-Three,None,,Documents / Vehicle,Walking,Bike,Motorcycle,Lifted/Towed,Road Side,,,,,,,"Brief facts: the complainant states that on or between 09-Jan-2024 1357 hrs and 09-Jan-2024 1821 hrs a vehicle theft was committed in Dharwad limits. It is stated that the accused left no sign of tools, lifted or towed it away, made no attempt to avoid identification, were two or three persons, struck during the day, took documents, took a vehicle, stole a motorcycle, came on foot and fled on a two-wheeler. Fingerprint experts visited the scene. The beat constable had passed the area about an hour earlier."
KA-DHA-05/0002/2024,11-Jan-2024 0342 hrs,Dharwad,KA-DHA-05,Burglary - Dwelling,07-Jan-2024 0034 hrs,07-Jan-2024 0121 hrs,None Observed,,Forced - lock,Apartment,Ransacked,Two-Three,Gloves Worn,Pre-Surveyed,Gold Jewellery / Electronics,Car/Jeep,Car/Jeep,,,,,,,,,,"The complainant lodged a complaint at KA-DHA-05 regarding house burglary between 07-Jan-2024 0034 hrs and 07-Jan-2024 0121 hrs. It is stated that the accused were two or three persons, took gold ornaments, took electronic items, appear to have watched the place beforehand, ransacked the place, wore gloves, targeted an apartment, left no sign of tools, struck while the occupants were inside, struck at night, broke the lock, fled in a four-wheeler and came in a four-wheeler. The complainant has submitted bills for some of the items. Nearby shops were closed at the time."
KA-KAL-05/0004/2024,11-Jan-2024 0505 hrs,Kalaburagi,KA-KAL-05,Burglary - Dwelling,06-Jan-2024 1817 hrs,11-Jan-2024 0315 hrs,None Observed,,Forced - lock,Row House,Ransacked,Two-Three,None,Pre-Surveyed,Gold Jewellery / Cash / Electronics,Bike,Bike,,,,,,,,,,"It is alleged that between 06-Jan-2024 1817 hrs and 11-Jan-2024 0315 hrs unknown accused committed house burglary within Kalaburagi. It is stated that the accused ransacked the place, came on a two-wheeler, made no attempt to avoid identification, broke the lock, were two or three persons, fled on a two-wheeler, took gold ornaments, took cash, took electronic items, targeted a row house, appear to have watched the place beforehand and left no sign of tools. Street lights in the area were reported not working. The dog squad was summoned to the spot."
KA-BEL-03/0004/2024,11-Jan-2024 0905 hrs,Belagavi,KA-BEL-03,Burglary - Commercial,09-Jan-2024,10-Jan-2024,Iron Rod / Cutting Plier,Window,Forced - lock,Mixed Use,Selective Search,,,Insider Tip,Electronics,Walking,Bike,,,,,,,,,,"The complainant lodged a complaint at KA-BEL-03 regarding break-in at commercial premises between 09-Jan-2024 and 10-Jan-2024. It is stated that the accused appear to have had inside information, fled on a two-wheeler, took electronic items, used a crowbar, used a cutter, targeted a shop-cum-residence, broke the lock, struck while the premises were closed for the night, took only selected valuables, made no attempt to avoid identification, came on foot, acted alone and got in through a window. The total value of the stolen property is estimated at Rs. 353,041. The complainant noticed the incident on returning and informed the police."
KA-DHA-07/0002/2024,11-Jan-2024 0955 hrs,Dharwad,KA-DHA-07,Burglary - Dwelling,10-Jan-2024 0043 hrs,10-Jan-2024 1147 hrs,,Door,Forced - lock,Independent House,Selective Search,Single,None,Random,Gold Jewellery,Bike,Bike,,,,,,,,,,"The complainant lodged a complaint at KA-DHA-07 regarding house burglary between 10-Jan-2024 0043 hrs and 10-Jan-2024 1147 hrs. It is stated that the accused took gold ornaments, struck while the occupants were out, took only selected valuables, struck early in the morning, acted alone, came on a two-wheeler, got in through the door, fled on a two-wheeler and targeted an independent house. A spot panchnama was drawn up in the presence of witnesses. The complainant does not suspect anyone."
KA-BEN-03/0001/2024,11-Jan-2024 1119 hrs,Bengaluru Urban,KA-BEN-03,Cheating - ATM,10-Jan-2024 0235 hrs,10-Jan-2024 1405 hrs,Iron Rod / Screwdriver,,,,,,Face Covered,Pre-Surveyed,Cash,Bike,Bike,,,,,,,Onsite,Skimming,Working,"Brief facts: the complainant states that on or between 10-Jan-2024 0235 hrs and 10-Jan-2024 1405 hrs a ATM tampering was committed in Bengaluru Urban limits. It is stated that the accused fitted a skimming device, had their faces covered, used a crowbar, used a screwdriver, took cash, fled on a two-wheeler, struck during the day, appear to have watched the place beforehand and came on a two-wheeler. The complainant does not suspect anyone. Nearby shops were closed at the time."
KA-DHA-03/0003/2024,11-Jan-2024 1230 hrs,Dharwad,KA-DHA-03,Theft - Chain Snatching,11-Jan-2024 0607 hrs,11-Jan-2024 0613 hrs,None Observed,,,,,Two-Three,Face Covered,Random,Gold Jewellery,Walking,Bike,,,,Motorcycle,Morning Walk,Cross Roads,,,,"Brief facts: the complainant states that on or between 11-Jan-2024 0607 hrs and 11-Jan-2024 0613 hrs a chain snatching was committed in Dharwad limits. It is stated that the accused left no sign of tools, struck early in the morning, appear to have picked the target by chance, escaped through the lanes, fled on a two-wheeler, rode a motorcycle, targeted a victim on a morning walk, took gold ornaments, had their faces covered and were two or three persons. It had been raining heavily that evening. The beat constable had passed the area about an hour earlier."
KA-BEN-04/0003/2024,11-Jan-2024 2105 hrs,Bengaluru Urban,KA-BEN-04,Burglary - Dwelling,11-Jan-2024 0642 hrs,11-Jan-2024 0827 hrs,None Observed,,,Apartment,Ransacked,Gang (4+),None,Random,Gold Jewellery,Walking,Walking,,,,,,,,,,"The complainant lodged a complaint at KA-BEN-04 regarding house burglary between 11-Jan-2024 0642 hrs and 11-Jan-2024 0827 hrs. It is stated that the accused struck during the day, ransacked the place, targeted an apartment, left no sign of tools, were a group of four or more, fled on foot, made no attempt to avoid identification, appear to have picked the target by chance and came on foot. Street lights in the area were reported not working. A relative of the complainant was the first to notice."
KA-BEN-05/0005/2024,12-Jan-2024 0314 hrs,Bengaluru Urban,KA-BEN-05,Theft - Chain Snatching,02-Jan-2024 0041 hrs,02-Jan-2024 0047 hrs,None Observed,,,,,Two-Three,Face Covered,Random,Gold Jewellery,Bike,Bike,,,,Motorcycle,Morning Walk,,,,,"The complainant lodged a complaint at KA-BEN-05 regarding chain snatching between 02-Jan-2024 0041 hrs and 02-Jan-2024 0047 hrs. It is stated that the accused took gold ornaments, struck at night, appear to have picked the target by chance, came on a two-wheeler, had their faces covered, targeted a victim on a morning walk and were two or three persons. Fingerprint experts visited the scene. The dog squad was summoned to the spot."
KA-BEN-05/0006/2024,12-Jan-2024 0727 hrs,Bengaluru Urban,KA-BEN-05,Theft - Chain Snatching,11-Jan-2024,11-Jan-2024,None Observed,,,,,Two-Three,Face Covered,Random,Gold Jewellery / Electronics,Bike,Bike,,,,Scooter,Waiting For Bus,,,,,"The complainant lodged a complaint at KA-BEN-05 regarding chain snatching between 11-Jan-2024 and 11-Jan-2024. It is stated that the accused appear to have picked the target by chance, rode a scooter, struck during the day, came on a two-wheeler, were two or three persons, fled on a two-wheeler and targeted a victim waiting for transport. A relative of the complainant was the first to notice. The dog squad was summoned to the spot."
KA-BEN-04/0004/2024,12-Jan-2024 2236 hrs,Bengaluru Urban,KA-BEN-04,Burglary - Dwelling,12-Jan-2024 0442 hrs,12-Jan-2024 1126 hrs,Iron Rod / Screwdriver,Window,Forced - grill cut,Independent House,Selective Search,Gang (4+),None,,Gold Jewellery / Cash / Electronics,Walking,Walking,,,,,,,,,,"Brief facts: the complainant states that on or between 12-Jan-2024 0442 hrs and 12-Jan-2024 1126 hrs a house burglary was committed in Bengaluru Urban limits. It is stated that the accused took only selected valuables, used a crowbar, used a screwdriver, were a group of four or more, fled on foot, targeted an independent house, came on foot, struck during the day, struck while the occupants were out, made no attempt to avoid identification, cut the grill and got in through a window. Street lights in the area were reported not working. Neighbours stated they did not hear anything unusual."
KA-MYS-05/0005/2024,13-Jan-2024 0615 hrs,Mysuru,KA-MYS-05,Theft - Vehicle,12-Jan-2024 0505 hrs,12-Jan-2024 2156 hrs,Screwdriver,,,,,Two-Three,None,Pre-Surveyed,Vehicle,Walking,Bike,Motorcycle,Wire Bypass,Market,,,,,,,"The complainant lodged a complaint at KA-MYS-05 regarding vehicle theft between 12-Jan-2024 0505 hrs and 12-Jan-2024 2156 hrs. It is stated that the accused fled on a two-wheeler, stole a motorcycle, came on foot, took a vehicle, started it by joining the wires, were two or three persons and used a screwdriver. The complainant has submitted bills for some of the items. A relative of the complainant was the first to notice."
KA-BEL-04/0005/2024,13-Jan-2024 1758 hrs,Belagavi,KA-BEL-04,Cheating - ATM,02-Jan-2024,10-Jan-2024,,,,,,Gang (4+),Face Covered,Insider Tip,Nothing Lost,Walking,Bike,,,,,,,Offsite,Physical Attack,Working,"The complainant lodged a complaint at KA-BEL-04 regarding ATM tampering between 02-Jan-2024 and 10-Jan-2024. It is stated that the accused were a group of four or more, left the alarm untouched, targeted an offsite ATM kiosk, had their faces covered, came on foot, fled on a two-wheeler and took nothing. Nearby shops were closed at the time. A spot panchnama was drawn up in the presence of witnesses."
KA-DHA-05/0003/2024,13-Jan-2024 1942 hrs,Dharwad,KA-DHA-05,Burglary - Dwelling,12-Jan-2024 1327 hrs,13-Jan-2024 0315 hrs,Cutting Plier / Screwdriver,Door,Unforced - key,Independent House,Selective Search,Two-Three,None,Pre-Surveyed,Gold Jewellery / Cash,Walking,Walking,,,,,,,,,,"It is alleged that between 12-Jan-2024 1327 hrs and 13-Jan-2024 0315 hrs unknown accused committed house burglary within Dharwad. It is stated that the accused got in through the door, took gold ornaments, took cash, used a cutter, used a screwdriver, appear to have watched the place beforehand, were two or three persons, made no attempt to avoid identification, came on foot, took only selected valuables, fled on foot and targeted an independent house. A spot panchnama was drawn up in the presence of witnesses. Nearby shops were closed at the time."
KA-DHA-01/0001/2024,14-Jan-2024 0656 hrs,Dharwad,KA-DHA-01,Theft - Vehicle,13-Jan-2024 0004 hrs,13-Jan-2024 0134 hrs,None Observed,,,,,Single,Gloves Worn,Random,Vehicle,Walking,,,Wire Bypass,,,,,,,,"Brief facts: the complainant states that on or between 13-Jan-2024 0004 hrs and 13-Jan-2024 0134 hrs a vehicle theft was committed in Dharwad limits. It is stated that the accused appear to have picked the target by chance, stole a scooter, took it from residential parking, wore gloves, struck at night, started it by joining the wires, came on foot, acted alone and left no sign of tools. Nearby shops were closed at the time. The complainant does not suspect anyone."
KA-BEN-03/0002/2024,14-Jan-2024 1147 hrs,Bengaluru Urban,KA-BEN-03,Theft - Vehicle,14-Jan-2024 0059 hrs,14-Jan-2024 0504 hrs,Gas Welding Set,,,,,Gang (4+),None,Pre-Surveyed,Electronics / Vehicle,Bike,Bike,Motorcycle,,,,,,,,,"It is alleged that between 14-Jan-2024 0059 hrs and 14-Jan-2024 0504 hrs unknown accused committed vehicle theft within Bengaluru Urban. It is stated that the accused made no attempt to avoid identification, appear to have watched the place beforehand, fled on a two-wheeler, struck at night, stole a motorcycle, were a group of four or more, took electronic items and took a vehicle. The complainant noticed the incident on returning and informed the police. The complainant does not suspect anyone."
KA-DHA-05/0004/2024,14-Jan-2024 1601 hrs,Dharwad,KA-DHA-05,Theft - Chain Snatching,14-Jan-2024 0427 hrs,14-Jan-2024 0430 hrs,None Observed,,,,,Single,None,Pre-Surveyed,Gold Jewellery,Walking,Bike,,,,Motorcycle,,,,,,"The complainant lodged a complaint at KA-DHA-05 regarding chain snatching between 14-Jan-2024 0427 hrs and 14-Jan-2024 0430 hrs. It is stated that the accused took gold ornaments, struck early in the morning, appear to have watched the place beforehand, rode a motorcycle, targeted a victim who was walking, came on foot, fled on a two-wheeler, made no attempt to avoid identification and left no sign of tools. Fingerprint experts visited the scene. The complainant noticed the incident on returning and informed the police."
KA-MYS-01/0001/2024,14-Jan-2024 1613 hrs,Mysuru,KA-MYS-01,Burglary - Commercial,13-Jan-2024 1928 hrs,14-Jan-2024 0433 hrs,Screwdriver,Wall Breached,Forced - lock,Warehouse,Selective Search,Single,,Insider Tip,Nothing Lost,Walking,Walking,,,,,,,,,,"Brief facts: the complainant states that on or between 13-Jan-2024 1928 hrs and 14-Jan-2024 0433 hrs a break-in at commercial premises was committed in Mysuru limits. It is stated that the accused wore gloves, broke the lock, took nothing, appear to have had inside information, made a hole in the wall, took only selected valuables, used a screwdriver, targeted a godown, acted alone, struck while the premises were closed for the night, came on foot and struck at night. Neighbours stated they did not hear anything unusual. The complainant noticed the incident on returning and informed the police."
KA-DHA-05/0005/2024,14-Jan-2024 1936 hrs,Dharwad,KA-DHA-05,Cheating - ATM,12-Jan-2024 2256 hrs,13-Jan-2024 1529 hrs,Gas Welding Set,,,,,Two-Three,,Random,Cash,Walking,Bike,,,,,,,Offsite,Gas Cutting,Working,"Brief facts: the complainant states that on or between 12-Jan-2024 2256 hrs and 13-Jan-2024 1529 hrs a ATM tampering was committed in Dharwad limits. It is stated that the accused came on foot, used a gas cutter, targeted an offsite ATM kiosk, took cash, fled on a two-wheeler, appear to have picked the target by chance, were two or three persons and cut the machine open with gas. A spot panchnama was drawn up in the presence of witnesses."
KA-MYS-02/0003/2024,15-Jan-2024 0221 hrs,Mysuru,KA-MYS-02,Burglary - Commercial,11-Jan-2024 1852 hrs,12-Jan-2024 0429 hrs,,Door,Forced - lock,Warehouse,Selective Search,Gang (4+),Face Covered,Insider Tip,Cash / Electronics,Walking,,,,,,,,,,,"Brief facts: the complainant states that on or between 11-Jan-2024 1852 hrs and 12-Jan-2024 0429 hrs a break-in at commercial premises was committed in Mysuru limits. It is stated that the accused took only selected valuables, targeted a godown, were a group of four or more, appear to have had inside information, got in through the door, took cash, took electronic items and had their faces covered. Nearby shops were closed at the time. Street lights in the area were reported not working."
KA-MYS-04/0004/2024,15-Jan-2024 0312 hrs,Mysuru,KA-MYS-04,Theft - Vehicle,13-Jan-2024 0418 hrs,13-Jan-2024 0907 hrs,,,,,,Two-Three,Face Covered,Random,Vehicle,Walking,Bike,Motorcycle,Master Key,Residence Parking,,,,,,,"Brief facts: the complainant states that on or between 13-Jan-2024 0418 hrs and 13-Jan-2024 0907 hrs a vehicle theft was committed in Mysuru limits. It is stated that the accused struck early in the morning, had their faces covered, left no sign of tools, took it from residential parking, came on foot, started it with a duplicate key, appear to have picked the target by chance and took a vehicle. The complainant noticed the incident on returning and informed the police. It had been raining heavily that evening."
KA-BEN-07/0002/2024,15-Jan-2024 0509 hrs,Bengaluru Urban,KA-BEN-07,Theft - Vehicle,12-Jan-2024 2302 hrs,13-Jan-2024 0411 hrs,None Observed,,,,,Single,None,Random,Vehicle,Walking,Bike,Motorcycle,Master Key,Market,,,,,,,"It is alleged that between 12-Jan-2024 2302 hrs and 13-Jan-2024 0411 hrs unknown accused committed vehicle theft within Bengaluru Urban. It is stated that the accused fled on a two-wheeler, struck at night, took a vehicle, started it with a duplicate key, stole a motorcycle, acted alone, appear to have picked the target by chance, took it from a market area, came on foot and left no sign of tools. A relative of the complainant was the first to notice."
KA-BEN-07/0003/2024,15-Jan-2024 0800 hrs,Bengaluru Urban,KA-BEN-07,Burglary - Dwelling,12-Jan-2024 1051 hrs,14-Jan-2024 0931 hrs,None Observed,Door,Forced - door,Apartment,Ransacked,Two-Three,CCTV Tampered,Insider Tip,Gold Jewellery / Cash / Electronics,Walking,Walking,,,,,,,,,,"It is alleged that between 12-Jan-2024 1051 hrs and 14-Jan-2024 0931 hrs unknown accused committed house burglary within Bengaluru Urban. It is stated that the accused forced the door open, appear to have had inside information, took gold ornaments, took cash, took electronic items, were two or three persons, got in through the door, ransacked the place, fled on foot, struck while the occupants were out, disabled the CCTV camera, came on foot and targeted an apartment. A relative of the complainant was the first to notice. Neighbours stated they did not hear anything unusual."
KA-BEN-03/0003/2024,15-Jan-2024 1127 hrs,Bengaluru Urban,KA-BEN-03,Theft - Chain Snatching,13-Jan-2024 1153 hrs,13-Jan-2024 1155 hrs,None Observed,,,,,Two-Three,None,,Gold Jewellery / Cash,,Bike,,,,,Shopping,Cross Roads,,,,"Brief facts: the complainant states that on or between 13-Jan-2024 1153 hrs and 13-Jan-2024 1155 hrs a chain snatching was committed in Bengaluru Urban limits. It is stated that the accused left no sign of tools, escaped through the lanes, made no attempt to avoid identification, targeted a victim who was shopping and fled on a two-wheeler. The complainant has submitted bills for some of the items."
KA-DHA-03/0004/2024,15-Jan-2024 1223 hrs,Dharwad,KA-DHA-03,Theft - Vehicle,15-Jan-2024 0449 hrs,15-Jan-2024 0838 hrs,,,,,,Two-Three,,Random,Vehicle,Walking,Bike,Scooter,Handle Lock Broken,,,,,,,,"It is alleged that between 15-Jan-2024 0449 hrs and 15-Jan-2024 0838 hrs unknown accused committed vehicle theft within Dharwad. It is stated that the accused came on foot, took a vehicle, appear to have picked the target by chance, were two or three persons, stole a scooter, fled on a two-wheeler, broke the handle lock and struck early in the morning. The dog squad was summoned to the spot. It had been raining heavily that evening."
KA-BEN-03/0004/2024,15-Jan-2024 1418 hrs,Bengaluru Urban,KA-BEN-03,Burglary - Dwelling,03-Jan-2024 0423 hrs,15-Jan-2024 0022 hrs,,Door,Unforced,Apartment,Ransacked,Two-Three,None,Pre-Surveyed,Cash / Electronics,Walking,Walking,,,,,,,,,,"The complainant lodged a complaint at KA-BEN-03 regarding house burglary between 03-Jan-2024 0423 hrs and 15-Jan-2024 0022 hrs. It is stated that the accused came on foot, were two or three persons, made no attempt to avoid identification, entered without force, took cash, took electronic items, got in through the door, appear to have watched the place beforehand, ransacked the place, targeted an apartment, struck while the house was locked for days and fled on foot. The complainant does not suspect anyone. It had been raining heavily that evening."
KA-MYS-01/0002/2024,15-Jan-2024 1818 hrs,Mysuru,KA-MYS-01,Burglary - Commercial,14-Jan-2024 1525 hrs,15-Jan-2024 0456 hrs,Screwdriver,Door,Forced - lock,,Targeted,Gang (4+),None,Random,Gold Jewellery,Walking,Bike,,,,,,,,,,"Brief facts: the complainant states that on or between 14-Jan-2024 1525 hrs and 15-Jan-2024 0456 hrs a break-in at commercial premises was committed in Mysuru limits. It is stated that the accused went straight to where the valuables were kept, were a group of four or more, fled on a two-wheeler, used a screwdriver, appear to have picked the target by chance, struck while the premises were closed for the night, got in through the door, took gold ornaments, came on foot, broke the lock and made no attempt to avoid identification. It had been raining heavily that evening. A spot panchnama was drawn up in the presence of witnesses."
KA-BEN-01/0001/2024,15-Jan-2024 2018 hrs,Bengaluru Urban,KA-BEN-01,Theft - Vehicle,12-Jan-2024 0529 hrs,12-Jan-2024 1203 hrs,None Observed,,,,,Single,None,Pre-Surveyed,Vehicle,Walking,Walking,Motorcycle,Master Key,Residence Parking,,,,,,,"It is alleged that between 12-Jan-2024 0529 hrs and 12-Jan-2024 1203 hrs unknown accused committed vehicle theft within Bengaluru Urban. It is stated that the accused appear to have watched the place beforehand, started it with a duplicate key, made no attempt to avoid identification, fled on foot, took a vehicle, left no sign of tools, stole a motorcycle, took it from residential parking, acted alone and struck during the day. A spot panchnama was drawn up in the presence of witnesses. The beat constable had passed the area about an hour earlier."
KA-DHA-07/0003/2024,15-Jan-2024 2305 hrs,Dharwad,KA-DHA-07,Cheating - ATM,11-Jan-2024 2225 hrs,15-Jan-2024 0852 hrs,Iron Rod / Screwdriver,,,,,Single,None,Pre-Surveyed,Nothing Lost,,Car/Jeep,,,,,,,Onsite,Cash Trapping,Working,"Brief facts: the complainant states that on or between 11-Jan-2024 2225 hrs and 15-Jan-2024 0852 hrs a ATM tampering was committed in Dharwad limits. It is stated that the accused fitted a cash trap, made no attempt to avoid identification, used a crowbar, used a screwdriver, acted alone, left the alarm untouched, targeted an ATM at a bank branch and fled in a four-wheeler. The total value of the stolen property is estimated at Rs. 15,234. The dog squad was summoned to the spot."
KA-BEL-06/0004/2024,15-Jan-2024 2326 hrs,Belagavi,KA-BEL-06,Burglary - Dwelling,10-Jan-2024,11-Jan-2024,None Observed,Window,Forced - lock,,Selective Search,Single,None,Pre-Surveyed,,,Bike,,,,,,,,,,"It is alleged that between 10-Jan-2024 and 11-Jan-2024 unknown accused committed house burglary within Belagavi. It is stated that the accused appear to have watched the place beforehand, got in through a window, took only selected valuables, acted alone, left no sign of tools, took cash and took electronic items. The dog squad was summoned to the spot. It had been raining heavily that evening."
KA-MYS-04/0005/2024,16-Jan-2024 0404 hrs,Mysuru,KA-MYS-04,Theft - Vehicle,01-Jan-2024 1129 hrs,01-Jan-2024 1434 hrs,Cutting Plier,,,,,Two-Three,None,Random,,Walking,Walking,,Wire Bypass,Residence Parking,,,,,,,"Brief facts: the complainant states that on or between 01-Jan-2024 1129 hrs and 01-Jan-2024 1434 hrs a vehicle theft was committed in Mysuru limits. It is stated that the accused appear to have picked the target by chance, made no attempt to avoid identification, started it by joining the wires, were two or three persons, used a cutter, stole a motorcycle, took it from residential parking, came on foot and fled on foot. The complainant has submitted bills for some of the items. The complainant noticed the incident on returning and informed the police."
KA-KAL-06/0003/2024,16-Jan-2024 1356 hrs,Kalaburagi,KA-KAL-06,Theft - Chain Snatching,16-Jan-2024 1118 hrs,16-Jan-2024 1122 hrs,,,,,,Single,,Random,Nothing Lost,Bike,Bike,,,,Motorcycle,Walking On Road,,,,,"Brief facts: the complainant states that on or between 16-Jan-2024 1118 hrs and 16-Jan-2024 1122 hrs a chain snatching was committed in Kalaburagi limits. It is stated that the accused acted alone, fled on a two-wheeler, took nothing, came on a two-wheeler and rode a motorcycle. The beat constable had passed the area about an hour earlier."
KA-BEL-01/0003/2024,16-Jan-2024 1645 hrs,Belagavi,KA-BEL-01,Theft - Vehicle,14-Jan-2024 2029 hrs,15-Jan-2024 0139 hrs,,,,,,Two-Three,None,Pre-Surveyed,Vehicle,Bike,Bike,Motorcycle,Master Key,Road Side,,,,,,,"It is alleged that between 14-Jan-2024 2029 hrs and 15-Jan-2024 0139 hrs unknown accused committed vehicle theft within Belagavi. It is stated that the accused left no sign of tools, fled on a two-wheeler, were two or three persons, took a vehicle, took it from the roadside, appear to have watched the place beforehand, struck at night, stole a motorcycle, started it with a duplicate key and made no attempt to avoid identification. The beat constable had passed the area about an hour earlier. Neighbours stated they did not hear anything unusual."
KA-BEL-04/0006/2024,16-Jan-2024 1905 hrs,Belagavi,KA-BEL-04,Theft - Vehicle,15-Jan-2024 1942 hrs,16-Jan-2024 0445 hrs,None Observed,,,,,Two-Three,None,Random,Vehicle,Walking,Car/Jeep,Car,Master Key,Road Side,,,,,,,"It is alleged that between 15-Jan-2024 1942 hrs and 16-Jan-2024 0445 hrs unknown accused committed vehicle theft within Belagavi. It is stated that the accused came on foot, made no attempt to avoid identification, appear to have picked the target by chance, fled in a four-wheeler, took a vehicle, left no sign of tools, took it from the roadside and stole a car. The beat constable had passed the area about an hour earlier. Neighbours stated they did not hear anything unusual."
KA-KAL-01/0004/2024,16-Jan-2024 2235 hrs,Kalaburagi,KA-KAL-01,Theft - Vehicle,15-Jan-2024 2044 hrs,15-Jan-2024 2204 hrs,None Observed,,,,,Single,Gloves Worn,Pre-Surveyed,Vehicle,Bike,Bike,Motorcycle,Wire Bypass,Road Side,,,,,,,"The complainant lodged a complaint at KA-KAL-01 regarding vehicle theft between 15-Jan-2024 2044 hrs and 15-Jan-2024 2204 hrs. It is stated that the accused wore gloves, stole a motorcycle, took a vehicle, started it by joining the wires, left no sign of tools, acted alone, appear to have watched the place beforehand, took it from the roadside, fled on a two-wheeler, struck during the day and came on a two-wheeler. The dog squad was summoned to the spot. Nearby shops were closed at the time."
KA-BEL-02/0004/2024,17-Jan-2024 0907 hrs,Belagavi,KA-BEL-02,Theft - Vehicle,16-Jan-2024 1138 hrs,16-Jan-2024 1638 hrs,None Observed,,,,,Two-Three,None,Random,Vehicle,Bike,Bike,Scooter,Wire Bypass,,,,,,,,"Brief facts: the complainant states that on or between 16-Jan-2024 1138 hrs and 16-Jan-2024 1638 hrs a vehicle theft was committed in Belagavi limits. It is stated that the accused fled on a two-wheeler, stole a scooter, left no sign of tools, struck during the day, made no attempt to avoid identification, took a vehicle, came on a two-wheeler, started it by joining the wires, were two or three persons and appear to have picked the target by chance. A spot panchnama was drawn up in the presence of witnesses. The total value of the stolen property is estimated at Rs. 112,387."
KA-BEL-07/0001/2024,17-Jan-2024 1420 hrs,Belagavi,KA-BEL-07,Theft - Vehicle,17-Jan-2024 0029 hrs,17-Jan-2024 0805 hrs,,,,,,Single,None,Random,Vehicle,Walking,Bike,Motorcycle,Handle Lock Broken,Residence Parking,,,,,,,"It is alleged that between 17-Jan-2024 0029 hrs and 17-Jan-2024 0805 hrs unknown accused committed vehicle theft within Belagavi. It is stated that the accused took it from residential parking, fled on a two-wheeler, stole a motorcycle, broke the handle lock, appear to have picked the target by chance, made no attempt to avoid identification, took a vehicle, came on foot, acted alone and struck early in the morning. The complainant noticed the incident on returning and informed the police. A relative of the complainant was the first to notice."
KA-DHA-01/0002/2024,17-Jan-2024 1521 hrs,Dharwad,KA-DHA-01,Theft - Vehicle,16-Jan-2024 2201 hrs,17-Jan-2024 0334 hrs,,,,,,,None,Random,Vehicle,Walking,Bike,,Lifted/Towed,Road Side,,,,,,,"The complainant lodged a complaint at KA-DHA-01 regarding vehicle theft between 16-Jan-2024 2201 hrs and 17-Jan-2024 0334 hrs. It is stated that the accused took it from the roadside, took a vehicle, struck at night, lifted or towed it away, came on foot, made no attempt to avoid identification and fled on a two-wheeler. It had been raining heavily that evening. Neighbours stated they did not hear anything unusual."
KA-BEN-04/0005/2024,17-Jan-2024 1742 hrs,Bengaluru Urban,KA-BEN-04,Theft - Vehicle,16-Jan-2024 1111 hrs,16-Jan-2024 1947 hrs,,,,,,Single,None,Random,Vehicle,Bike,Car/Jeep,,Master Key,Road Side,,,,,,,"Brief facts: the complainant states that on or between 16-Jan-2024 1111 hrs and 16-Jan-2024 1947 hrs a vehicle theft was committed in Bengaluru Urban limits. It is stated that the accused appear to have picked the target by chance, took a vehicle, fled in a four-wheeler, struck during the day, came on a two-wheeler, acted alone and made no attempt to avoid identification. The total value of the stolen property is estimated at Rs. 423,543. It had been raining heavily that evening."
KA-BEL-04/0007/2024,17-Jan-2024 1824 hrs,Belagavi,KA-BEL-04,Theft - Vehicle,16-Jan-2024,17-Jan-2024,None Observed,,,,,Single,None,Random,Vehicle,Walking,Bike,,Lifted/Towed,,,,,,,,"Brief facts: the complainant states that on or between 16-Jan-2024 and 17-Jan-2024 a vehicle theft was committed in Belagavi limits. It is stated that the accused came on foot, fled on a two-wheeler, left no sign of tools, appear to have picked the target by chance, took it from the roadside, stole a motorcycle, lifted or towed it away, made no attempt to avoid identification, acted alone and took a vehicle. The complainant does not suspect anyone. It had been raining heavily that evening."
KA-MYS-07/0003/2024,17-Jan-2024 2048 hrs,Mysuru,KA-MYS-07,Theft - Vehicle,15-Jan-2024,15-Jan-2024,None Observed,,,,,,None,Random,Vehicle,Walking,Bike,Scooter,Handle Lock Broken,Road Side,,,,,,,"It is alleged that between 15-Jan-2024 and 15-Jan-2024 unknown accused committed vehicle theft within Mysuru. It is stated that the accused stole a scooter, took it from the roadside, broke the handle lock, fled on a two-wheeler, left no sign of tools, took a vehicle, appear to have picked the target by chance, struck during the day, came on foot and made no attempt to avoid identification. Street lights in the area were reported not working. A spot panchnama was drawn up in the presence of witnesses."
