THANA,ZILA,APRADH_KRAMANK,DARJ_DINANK,APRADH_SHIRSH,GHATNA_DINANK_SE,GHATNA_DINANK_TAK,GHATNA_VIVARAN,PRAVESH_STHAN,PRAVESH_VIDHI,PARISAR,MAKAN_STHITI,TALASHI_PRAKAR,AAROPI_SANKHYA,UPKARAN,PEHCHAN_CHHIPANA,LAKSHYA_CHAYAN,CHORI_SAMPATTI,AAGAMAN_SADHAN,PALAYAN_SADHAN,VAHAN_SHRENI,VAHAN_CHALU_VIDHI,VAHAN_STHAN,AAROPI_VAHAN,PEEDIT_GATIVIDHI,PALAYAN_DISHA,ATM_STHAN,ATM_CHHEDCHHAD,ALARM_STHITI
MP-BHO-03,Bhopal,MP-BHO-03/0066/2022,17-12-2022 11:51 AM,VAHAN_CHORI,15-12-2022 09:12 PM,16-12-2022 02:38 PM,"Complainant appeared at MP-BHO-03 and stated that a vehicle theft happened between 15-12-2022 09:12 PM and 16-12-2022 02:38 PM in Bhopal. It is stated that the accused took it from station parking, made no attempt to avoid identification, were two or three persons, stole a motorcycle and took a vehicle. A spot panchnama was drawn up in the presence of witnesses. Street lights in the area were reported not working.",,,,,,DO_TEEN,PECHKAS,KOI_NAHI,AKASMIK,VAHAN,,PAIDAL,MOTORCYCLE,,STATION_PARISAR,,,,,,
MP-UJJ-04,Ujjain,MP-UJJ-04/0070/2022,17-12-2022 01:00 PM,ATM_CHHEDCHHAD,16-12-2022,17-12-2022,"Report received at MP-UJJ-04, Ujjain: ATM tampering between 16-12-2022 and 17-12-2022. It is stated that the accused came on a two-wheeler, were two or three persons, targeted an ATM at a bank branch, appear to have watched the place beforehand and left no sign of tools. Nearby shops were closed at the time. Enquiries with nearby residents are in progress.",,,,,,DO_TEEN,KOI_NAHI,MUNH_DHAKA,REKI_KI,,DO_PAHIYA,PAIDAL,,,,,,,SHAKHA_ATM,SKIMMER_LAGAYA,ALARM_CHALU
MP-BHO-04,Bhopal,MP-BHO-04/0079/2022,17-12-2022 01:37 PM,DUKAN_BHEDAN,13-12-2022,14-12-2022,"Complainant appeared at MP-BHO-04 and stated that a break-in at commercial premises happened between 13-12-2022 and 14-12-2022 in Bhopal. It is stated that the accused acted alone, entered without force, got in by lifting the shutter, came in a four-wheeler, targeted a shop, took only selected valuables and made no attempt to avoid identification. The complainant noticed the incident on returning and informed the police. Nearby shops were closed at the time.",SHUTTER,BINA_TOD_FOD,DUKAN,CHHUTTI_ME_BAND,CHUNINDA_SAMAN,EK,PECHKAS,KOI_NAHI,,NAKAD,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,,,
MP-IND-05,Indore,MP-IND-05/0071/2022,17-12-2022 04:51 PM,DUKAN_BHEDAN,15-12-2022 03:34 PM,15-12-2022 11:37 PM,"The informant reported a break-in at commercial premises in the jurisdiction of MP-IND-05 between 15-12-2022 03:34 PM and 15-12-2022 11:37 PM. It is stated that the accused struck while the occupants were out, were two or three persons, came on foot, took gold ornaments, took electronic items, left no sign of tools, took only selected valuables and targeted an independent house. Nearby shops were closed at the time. The dog squad was summoned to the spot.",,TALA_TODA,SWATANTRA_MAKAN,THODI_DER_BAHAR,CHUNINDA_SAMAN,DO_TEEN,KOI_NAHI,DASTANE,AKASMIK,SONE_KE_GAHNE|ELECTRONIC_SAMAN,PAIDAL,PAIDAL,,,,,,,,,
MP-BHO-04,Bhopal,MP-BHO-04/0080/2022,17-12-2022 07:20 PM,GRIH_BHEDAN,16-12-2022 05:03 PM,17-12-2022 05:38 AM,"Report received at MP-BHO-04, Bhopal: house burglary between 16-12-2022 05:03 PM and 17-12-2022 05:38 AM. It is stated that the accused went straight to where the valuables were kept, appear to have watched the place beforehand, had their faces covered, broke the lock, took gold ornaments, took cash, took electronic items, got in through the door, left no sign of tools and were a group of four or more. The total value of the stolen property is estimated at Rs. 375,908. A spot panchnama was drawn up in the presence of witnesses.",DARWAZA,TALA_TODA,FLAT,GHAR_WALE_MAUJOOD,SEEDHE_TIJORI,CHAAR_SE_ADHIK,KOI_NAHI,MUNH_DHAKA,REKI_KI,SONE_KE_GAHNE|NAKAD|ELECTRONIC_SAMAN,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-JAB-02,Jabalpur,MP-JAB-02/0073/2022,17-12-2022 07:35 PM,GRIH_BHEDAN,16-12-2022 01:29 PM,16-12-2022 07:32 PM,"Report received at MP-JAB-02, Jabalpur: house burglary between 16-12-2022 01:29 PM and 16-12-2022 07:32 PM. It is stated that the accused took gold ornaments, took cash, fled in a four-wheeler, ransacked the place, climbed in via the balcony, struck while the occupants were out, came in a four-wheeler, left no sign of tools, made no attempt to avoid identification, were a group of four or more, entered without force and targeted an independent house. Fingerprint experts visited the scene. The dog squad was summoned to the spot.",BALCONY,BINA_TOD_FOD,SWATANTRA_MAKAN,THODI_DER_BAHAR,SAB_BIKHRA,CHAAR_SE_ADHIK,KOI_NAHI,KOI_NAHI,REKI_KI,SONE_KE_GAHNE|NAKAD,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,,,
MP-GWA-04,Gwalior,MP-GWA-04/0072/2022,18-12-2022 12:25 AM,CHAIN_JHAPATNA,16-12-2022 09:19 PM,16-12-2022 09:27 PM,"Complainant appeared at MP-GWA-04 and stated that a chain snatching happened between 16-12-2022 09:19 PM and 16-12-2022 09:27 PM in Gwalior. It is stated that the accused struck during the day, escaped along the main road, made no attempt to avoid identification, took gold ornaments and appear to have picked the target by chance. Street lights in the area were reported not working. The complainant does not suspect anyone.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,AKASMIK,SONE_KE_GAHNE,DO_PAHIYA,DO_PAHIYA,,,,MOTORCYCLE,SUBAH_TEHALNA,MUKHYA_MARG,,,
MP-GWA-06,Gwalior,MP-GWA-06/0081/2022,18-12-2022 04:31 AM,GRIH_BHEDAN,17-12-2022 03:04 AM,17-12-2022 01:00 PM,"Report received at MP-GWA-06, Gwalior: house burglary between 17-12-2022 03:04 AM and 17-12-2022 01:00 PM. It is stated that the accused targeted an apartment, took only selected valuables, came on foot, left no sign of tools, were two or three persons, took electronic items, struck while the occupants were out, got in through the door and broke the lock. Nearby shops were closed at the time. Street lights in the area were reported not working.",DARWAZA,TALA_TODA,FLAT,THODI_DER_BAHAR,CHUNINDA_SAMAN,DO_TEEN,KOI_NAHI,,REKI_KI,ELECTRONIC_SAMAN,PAIDAL,,,,,,,,,,
MP-GWA-04,Gwalior,MP-GWA-04/0073/2022,18-12-2022 06:36 AM,VAHAN_CHORI,16-12-2022 09:33 AM,16-12-2022 09:59 PM,"Report received at MP-GWA-04, Gwalior: vehicle theft between 16-12-2022 09:33 AM and 16-12-2022 09:59 PM. It is stated that the accused made no attempt to avoid identification, fled on a two-wheeler, appear to have watched the place beforehand, broke the handle lock, acted alone and stole a motorcycle. The total value of the stolen property is estimated at Rs. 300,415. The dog squad was summoned to the spot.",,,,,,EK,PECHKAS,KOI_NAHI,REKI_KI,VAHAN,DO_PAHIYA,DO_PAHIYA,MOTORCYCLE,HANDLE_LOCK_TODA,,,,,,,
MP-GWA-02,Gwalior,MP-GWA-02/0079/2022,18-12-2022 09:41 AM,VAHAN_CHORI,17-12-2022 05:01 AM,17-12-2022 06:26 PM,"Complainant appeared at MP-GWA-02 and stated that a vehicle theft happened between 17-12-2022 05:01 AM and 17-12-2022 06:26 PM in Gwalior. It is stated that the accused came on foot, used a screwdriver, took a vehicle, made no attempt to avoid identification, were two or three persons, broke the handle lock, stole a motorcycle, took it from residential parking and fled on a two-wheeler. The total value of the stolen property is estimated at Rs. 300,284. Neighbours stated they did not hear anything unusual.",,,,,,DO_TEEN,PECHKAS,KOI_NAHI,REKI_KI,VAHAN,,DO_PAHIYA,MOTORCYCLE,HANDLE_LOCK_TODA,GHAR_KE_BAHAR,,,,,,
MP-UJJ-06,Ujjain,MP-UJJ-06/0082/2022,18-12-2022 12:29 PM,ATM_CHHEDCHHAD,16-12-2022,17-12-2022,"Report received at MP-UJJ-06, Ujjain: ATM tampering between 16-12-2022 and 17-12-2022. It is stated that the accused disabled the CCTV camera, were a group of four or more, took cash and targeted an ATM at a bank branch. Enquiries with nearby residents are in progress. The total value of the stolen property is estimated at Rs. 204,633.",,,,,,CHAAR_SE_ADHIK,KATAR,CCTV_TODA,,NAKAD,CHAR_PAHIYA,,,,,,,,SHAKHA_ATM,GAS_SE_KATA,ALARM_CHALU
MP-BHO-05,Bhopal,MP-BHO-05/0073/2022,18-12-2022 02:51 PM,VAHAN_CHORI,16-12-2022 09:29 PM,17-12-2022 11:26 AM,"Report received at MP-BHO-05, Bhopal: vehicle theft between 16-12-2022 09:29 PM and 17-12-2022 11:26 AM. It is stated that the accused left no sign of tools, found the key left in the vehicle, came on a two-wheeler, appear to have watched the place beforehand, took it from a market area, acted alone and made no attempt to avoid identification. It had been raining heavily that evening. The complainant noticed the incident on returning and informed the police.",,,,,,EK,KOI_NAHI,,REKI_KI,VAHAN,DO_PAHIYA,,MAAL_VAHAN,CHABI_LAGI_THI,BAZAAR,,,,,,
MP-UJJ-05,Ujjain,MP-UJJ-05/0070/2022,18-12-2022 04:23 PM,GRIH_BHEDAN,17-12-2022 06:07 PM,18-12-2022 09:19 AM,"Complainant appeared at MP-UJJ-05 and stated that a house burglary happened between 17-12-2022 06:07 PM and 18-12-2022 09:19 AM in Ujjain. It is stated that the accused got in through a window, struck while the occupants were out, fled on foot, took gold ornaments and ransacked the place. The complainant noticed the incident on returning and informed the police. It had been raining heavily that evening.",KHIDKI,DHAKKA_DEKAR_KHOLA,,THODI_DER_BAHAR,SAB_BIKHRA,,,CCTV_TODA,,SONE_KE_GAHNE,PAIDAL,PAIDAL,,,,,,,,,
MP-UJJ-06,Ujjain,MP-UJJ-06/0083/2022,18-12-2022 11:20 PM,CHAIN_JHAPATNA,18-12-2022,18-12-2022,"The informant reported a chain snatching in the jurisdiction of MP-UJJ-06 between 18-12-2022 and 18-12-2022. It is stated that the accused fled on a two-wheeler, came on a two-wheeler, targeted a victim who was walking, escaped towards the highway and rode a motorcycle. A relative of the complainant was the first to notice. The dog squad was summoned to the spot.",,,,,,EK,KOI_NAHI,,REKI_KI,SONE_KE_GAHNE,DO_PAHIYA,DO_PAHIYA,,,,MOTORCYCLE,PAIDAL_JA_RAHI,HIGHWAY,,,
MP-IND-01,Indore,MP-IND-01/0085/2022,19-12-2022 03:23 AM,VAHAN_CHORI,18-12-2022 08:20 PM,19-12-2022 12:28 AM,"Report received at MP-IND-01, Indore: vehicle theft between 18-12-2022 08:20 PM and 19-12-2022 12:28 AM. It is stated that the accused fled on a two-wheeler, stole a scooter, left no sign of tools, lifted or towed it away and took it from residential parking. A spot panchnama was drawn up in the presence of witnesses. Fingerprint experts visited the scene.",,,,,,EK,KOI_NAHI,KOI_NAHI,,DASTAVEZ|VAHAN,PAIDAL,DO_PAHIYA,SCOOTY,UTHA_LE_GAYE,GHAR_KE_BAHAR,,,,,,
MP-JAB-06,Jabalpur,MP-JAB-06/0081/2022,19-12-2022 10:11 AM,GRIH_BHEDAN,18-12-2022 01:39 PM,19-12-2022 01:49 AM,"Complainant appeared at MP-JAB-06 and stated that a house burglary happened between 18-12-2022 01:39 PM and 19-12-2022 01:49 AM in Jabalpur. It is stated that the accused made no attempt to avoid identification, struck while the occupants were inside, took gold ornaments, took cash, used a crowbar, came on a two-wheeler, ransacked the place and fled on a two-wheeler. The total value of the stolen property is estimated at Rs. 166,960.",,TALA_TODA,SWATANTRA_MAKAN,GHAR_WALE_MAUJOOD,SAB_BIKHRA,,SABBAL,KOI_NAHI,,SONE_KE_GAHNE|NAKAD,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-JAB-04,Jabalpur,MP-JAB-04/0055/2022,19-12-2022 01:09 PM,VAHAN_CHORI,18-12-2022,18-12-2022,"Complainant appeared at MP-JAB-04 and stated that a vehicle theft happened between 18-12-2022 and 18-12-2022 in Jabalpur. It is stated that the accused took documents, took a vehicle, made no attempt to avoid identification, were two or three persons, came on a two-wheeler, stole a car, took it from the roadside, broke the handle lock and left no sign of tools. Nearby shops were closed at the time. The complainant has submitted bills for some of the items.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,,DASTAVEZ|VAHAN,DO_PAHIYA,,CAR,HANDLE_LOCK_TODA,SADAK_KINARE,,,,,,
MP-IND-05,Indore,MP-IND-05/0072/2022,19-12-2022 09:08 PM,CHAIN_JHAPATNA,19-12-2022,19-12-2022,"Report received at MP-IND-05, Indore: chain snatching between 19-12-2022 and 19-12-2022. It is stated that the accused were a group of four or more, targeted a victim who was walking, rode a scooter, came on a two-wheeler, had their faces covered, fled on a two-wheeler and appear to have watched the place beforehand. A spot panchnama was drawn up in the presence of witnesses. The total value of the stolen property is estimated at Rs. 430,156.",,,,,,CHAAR_SE_ADHIK,KOI_NAHI,MUNH_DHAKA,REKI_KI,SONE_KE_GAHNE|ELECTRONIC_SAMAN,DO_PAHIYA,DO_PAHIYA,,,,SCOOTY,PAIDAL_JA_RAHI,,,,
MP-BHO-02,Bhopal,MP-BHO-02/0061/2022,19-12-2022 11:55 PM,DUKAN_BHEDAN,13-12-2022 05:58 PM,19-12-2022 06:21 PM,"The informant reported a break-in at commercial premises in the jurisdiction of MP-BHO-02 between 13-12-2022 05:58 PM and 19-12-2022 06:21 PM. It is stated that the accused took gold ornaments, took cash, took documents, ransacked the place, targeted an apartment, forced the door open, came in a four-wheeler, fled in a four-wheeler, were two or three persons, used a crowbar, used a screwdriver and got in through a window. Nearby shops were closed at the time. The dog squad was summoned to the spot.",KHIDKI,DHAKKA_DEKAR_KHOLA,FLAT,BAHARGAON_GAYE,SAB_BIKHRA,DO_TEEN,SABBAL|PECHKAS,KOI_NAHI,,SONE_KE_GAHNE|NAKAD|DASTAVEZ,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,,,
MP-IND-01,Indore,MP-IND-01/0086/2022,20-12-2022 04:02 AM,VAHAN_CHORI,19-12-2022 04:45 PM,19-12-2022 08:45 PM,"The informant reported a vehicle theft in the jurisdiction of MP-IND-01 between 19-12-2022 04:45 PM and 19-12-2022 08:45 PM. It is stated that the accused appear to have watched the place beforehand, started it by joining the wires, made no attempt to avoid identification, struck during the day, took it from a public parking lot, fled on a two-wheeler, were two or three persons and left no sign of tools. A relative of the complainant was the first to notice. Neighbours stated they did not hear anything unusual.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,REKI_KI,ELECTRONIC_SAMAN|VAHAN,,DO_PAHIYA,MOTORCYCLE,TAAR_JODKAR,SARVAJANIK_PARKING,,,,,,
MP-GWA-03,Gwalior,MP-GWA-03/0073/2022,20-12-2022 05:39 AM,VAHAN_CHORI,18-12-2022 07:38 PM,19-12-2022 05:58 AM,"Complainant appeared at MP-GWA-03 and stated that a vehicle theft happened between 18-12-2022 07:38 PM and 19-12-2022 05:58 AM in Gwalior. It is stated that the accused broke the handle lock, came on a two-wheeler, took a vehicle, made no attempt to avoid identification, fled on a two-wheeler, stole a motorcycle and took it from a market area. A relative of the complainant was the first to notice. The complainant does not suspect anyone.",,,,,,,,,,VAHAN,DO_PAHIYA,DO_PAHIYA,MOTORCYCLE,HANDLE_LOCK_TODA,BAZAAR,,,,,,
MP-UJJ-02,Ujjain,MP-UJJ-02/0071/2022,20-12-2022 11:34 AM,VAHAN_CHORI,19-12-2022 05:23 PM,19-12-2022 11:07 PM,"Report received at MP-UJJ-02, Ujjain: vehicle theft between 19-12-2022 05:23 PM and 19-12-2022 11:07 PM. It is stated that the accused had their faces covered, took it from the roadside, fled on a two-wheeler and came on a two-wheeler. The dog squad was summoned to the spot. Fingerprint experts visited the scene.",,,,,,,KOI_NAHI,MUNH_DHAKA,REKI_KI,VAHAN,DO_PAHIYA,DO_PAHIYA,SCOOTY,,SADAK_KINARE,,,,,,
MP-BHO-04,Bhopal,MP-BHO-04/0081/2022,20-12-2022 05:14 PM,VAHAN_CHORI,19-12-2022,20-12-2022,"The informant reported a vehicle theft in the jurisdiction of MP-BHO-04 between 19-12-2022 and 20-12-2022. It is stated that the accused came on foot, appear to have picked the target by chance, took it from residential parking, fled on a two-wheeler and took a vehicle. The beat constable had passed the area about an hour earlier. The complainant noticed the incident on returning and informed the police.",,,,,,,,,AKASMIK,VAHAN,PAIDAL,DO_PAHIYA,SCOOTY,HANDLE_LOCK_TODA,GHAR_KE_BAHAR,,,,,,
MP-UJJ-05,Ujjain,MP-UJJ-05/0071/2022,20-12-2022 09:03 PM,VAHAN_CHORI,19-12-2022,19-12-2022,"The informant reported a vehicle theft in the jurisdiction of MP-UJJ-05 between 19-12-2022 and 19-12-2022. It is stated that the accused took a vehicle, left no sign of tools, took it from residential parking, lifted or towed it away and fled in a four-wheeler. It had been raining heavily that evening. The complainant does not suspect anyone.",,,,,,,KOI_NAHI,,,VAHAN,DO_PAHIYA,CHAR_PAHIYA,CAR,UTHA_LE_GAYE,GHAR_KE_BAHAR,,,,,,
MP-GWA-04,Gwalior,MP-GWA-04/0074/2022,20-12-2022 09:47 PM,DUKAN_BHEDAN,19-12-2022 12:49 PM,19-12-2022 09:22 PM,"Complainant appeared at MP-GWA-04 and stated that a break-in at commercial premises happened between 19-12-2022 12:49 PM and 19-12-2022 09:22 PM in Gwalior. It is stated that the accused fled on foot, got in through a window, struck during the day, used a crowbar, used a screwdriver, took gold ornaments, took cash, took electronic items, wore gloves, acted alone, broke the lock and targeted an apartment. The beat constable had passed the area about an hour earlier. Street lights in the area were reported not working.",KHIDKI,TALA_TODA,FLAT,,CHUNINDA_SAMAN,EK,SABBAL|PECHKAS,DASTANE,AKASMIK,SONE_KE_GAHNE|NAKAD|ELECTRONIC_SAMAN,PAIDAL,PAIDAL,,,,,,,,,
MP-IND-01,Indore,MP-IND-01/0087/2022,21-12-2022 12:44 AM,GRIH_BHEDAN,19-12-2022,20-12-2022,"The informant reported a house burglary in the jurisdiction of MP-IND-01 between 19-12-2022 and 20-12-2022. It is stated that the accused appear to have picked the target by chance, broke the lock, fled on foot, came on foot and acted alone. The dog squad was summoned to the spot. The beat constable had passed the area about an hour earlier.",BALCONY,TALA_TODA,,,CHUNINDA_SAMAN,EK,,,AKASMIK,SONE_KE_GAHNE|NAKAD,PAIDAL,,,,,,,,,,
MP-UJJ-01,Ujjain,MP-UJJ-01/0076/2022,21-12-2022 02:55 AM,DUKAN_BHEDAN,18-12-2022 05:41 PM,19-12-2022 07:43 AM,"Complainant appeared at MP-UJJ-01 and stated that a break-in at commercial premises happened between 18-12-2022 05:41 PM and 19-12-2022 07:43 AM in Ujjain. It is stated that the accused ransacked the place, broke the lock, were two or three persons, appear to have watched the place beforehand, struck while the premises were closed for the night, came on foot, had their faces covered and got in through a window. It had been raining heavily that evening. A spot panchnama was drawn up in the presence of witnesses.",KHIDKI,TALA_TODA,DUKAN,RAAT_ME_BAND,SAB_BIKHRA,DO_TEEN,KOI_NAHI,MUNH_DHAKA,REKI_KI,NAKAD|DASTAVEZ,PAIDAL,,,,,,,,,,
MP-UJJ-03,Ujjain,MP-UJJ-03/0066/2022,21-12-2022 04:22 AM,VAHAN_CHORI,19-12-2022 08:12 AM,19-12-2022 04:17 PM,"Report received at MP-UJJ-03, Ujjain: vehicle theft between 19-12-2022 08:12 AM and 19-12-2022 04:17 PM. It is stated that the accused were a group of four or more, stole a motorcycle, struck during the day, took cash, took a vehicle, made no attempt to avoid identification, took it from a market area and found the key left in the vehicle. Enquiries with nearby residents are in progress. Nearby shops were closed at the time.",,,,,,CHAAR_SE_ADHIK,,KOI_NAHI,,NAKAD|VAHAN,,,MOTORCYCLE,CHABI_LAGI_THI,BAZAAR,,,,,,
MP-BHO-05,Bhopal,MP-BHO-05/0074/2022,21-12-2022 05:14 AM,CHAIN_JHAPATNA,19-12-2022 02:44 AM,19-12-2022 02:48 AM,"Report received at MP-BHO-05, Bhopal: chain snatching between 19-12-2022 02:44 AM and 19-12-2022 02:48 AM. It is stated that the accused targeted a victim who was walking, were two or three persons, took gold ornaments, took electronic items, struck at night, came on a two-wheeler and left no sign of tools. The total value of the stolen property is estimated at Rs. 319,130. It had been raining heavily that evening.",,,,,,DO_TEEN,KOI_NAHI,MUNH_DHAKA,,SONE_KE_GAHNE|ELECTRONIC_SAMAN,DO_PAHIYA,,,,,MOTORCYCLE,PAIDAL_JA_RAHI,,,,
MP-UJJ-05,Ujjain,MP-UJJ-05/0072/2022,21-12-2022 05:28 AM,GRIH_BHEDAN,20-12-2022 05:56 AM,20-12-2022 04:09 PM,"Complainant appeared at MP-UJJ-05 and stated that a house burglary happened between 20-12-2022 05:56 AM and 20-12-2022 04:09 PM in Ujjain. It is stated that the accused came on a two-wheeler, ransacked the place, took gold ornaments, took cash, were two or three persons, got in through the door, targeted an independent house, made no attempt to avoid identification, struck while the occupants were out, left no sign of tools and struck during the day. Fingerprint experts visited the scene. A spot panchnama was drawn up in the presence of witnesses.",DARWAZA,,SWATANTRA_MAKAN,THODI_DER_BAHAR,SAB_BIKHRA,DO_TEEN,KOI_NAHI,KOI_NAHI,,SONE_KE_GAHNE|NAKAD,DO_PAHIYA,,,,,,,,,,
MP-IND-06,Indore,MP-IND-06/0088/2022,21-12-2022 10:58 AM,DUKAN_BHEDAN,20-12-2022 06:43 AM,21-12-2022 03:51 AM,"The informant reported a break-in at commercial premises in the jurisdiction of MP-IND-06 between 20-12-2022 06:43 AM and 21-12-2022 03:51 AM. It is stated that the accused appear to have had inside information, ransacked the place, came on foot, were two or three persons, struck while the premises were closed for the night and broke the lock. The complainant noticed the incident on returning and informed the police. The dog squad was summoned to the spot.",SHUTTER,TALA_TODA,,RAAT_ME_BAND,SAB_BIKHRA,DO_TEEN,PECHKAS,,,ELECTRONIC_SAMAN,PAIDAL,,,,,,,,,,
MP-UJJ-04,Ujjain,MP-UJJ-04/0071/2022,21-12-2022 03:52 PM,VAHAN_CHORI,20-12-2022 07:05 PM,21-12-2022 03:22 AM,"Report received at MP-UJJ-04, Ujjain: vehicle theft between 20-12-2022 07:05 PM and 21-12-2022 03:22 AM. It is stated that the accused struck at night, were two or three persons, took it from a public parking lot and had their faces covered. The complainant does not suspect anyone. Neighbours stated they did not hear anything unusual.",,,,,,DO_TEEN,,MUNH_DHAKA,AKASMIK,,,,MOTORCYCLE,TAAR_JODKAR,SARVAJANIK_PARKING,,,,,,
MP-UJJ-05,Ujjain,MP-UJJ-05/0073/2022,21-12-2022 04:27 PM,VAHAN_CHORI,18-12-2022,19-12-2022,"The informant reported a vehicle theft in the jurisdiction of MP-UJJ-05 between 18-12-2022 and 19-12-2022. It is stated that the accused found the key left in the vehicle, used a screwdriver, made no attempt to avoid identification and took a vehicle. It had been raining heavily that evening. Street lights in the area were reported not working.",,,,,,EK,PECHKAS,KOI_NAHI,REKI_KI,VAHAN,,DO_PAHIYA,,CHABI_LAGI_THI,,,,,,,
MP-IND-02,Indore,MP-IND-02/0056/2022,22-12-2022 02:39 AM,CHAIN_JHAPATNA,21-12-2022 09:46 PM,21-12-2022 09:51 PM,"The informant reported a chain snatching in the jurisdiction of MP-IND-02 between 21-12-2022 09:46 PM and 21-12-2022 09:51 PM. It is stated that the accused escaped through the lanes, rode a motorcycle and targeted a victim on a morning walk. Neighbours stated they did not hear anything unusual. It had been raining heavily that evening.",,,,,,DO_TEEN,,MUNH_DHAKA,REKI_KI,SONE_KE_GAHNE|ELECTRONIC_SAMAN,,,,,,MOTORCYCLE,SUBAH_TEHALNA,GALIYON_SE,,,
MP-JAB-05,Jabalpur,MP-JAB-05/0068/2022,22-12-2022 10:52 AM,CHAIN_JHAPATNA,20-12-2022 06:28 PM,20-12-2022 06:40 PM,"Complainant appeared at MP-JAB-05 and stated that a chain snatching happened between 20-12-2022 06:28 PM and 20-12-2022 06:40 PM in Jabalpur. It is stated that the accused escaped along the main road, came on a two-wheeler, were a group of four or more, struck during the day, fled on a two-wheeler, left no sign of tools and made no attempt to avoid identification. Nearby shops were closed at the time. Neighbours stated they did not hear anything unusual.",,,,,,CHAAR_SE_ADHIK,KOI_NAHI,KOI_NAHI,,SONE_KE_GAHNE,DO_PAHIYA,DO_PAHIYA,,,,MOTORCYCLE,,MUKHYA_MARG,,,
MP-JAB-02,Jabalpur,MP-JAB-02/0074/2022,22-12-2022 04:34 PM,GRIH_BHEDAN,21-12-2022 05:14 PM,22-12-2022 12:39 AM,"Complainant appeared at MP-JAB-02 and stated that a house burglary happened between 21-12-2022 05:14 PM and 22-12-2022 12:39 AM in Jabalpur. It is stated that the accused targeted an apartment, appear to have picked the target by chance, left no sign of tools, came on foot, made no attempt to avoid identification, took cash, struck during the day and broke the lock. The complainant noticed the incident on returning and informed the police.",,,FLAT,THODI_DER_BAHAR,,EK,KOI_NAHI,KOI_NAHI,AKASMIK,NAKAD,PAIDAL,,,,,,,,,,
MP-IND-06,Indore,MP-IND-06/0089/2022,23-12-2022 07:47 AM,DUKAN_BHEDAN,19-12-2022 02:04 PM,19-12-2022 09:19 PM,"Report received at MP-IND-06, Indore: break-in at commercial premises between 19-12-2022 02:04 PM and 19-12-2022 09:19 PM. It is stated that the accused broke the lock, came on foot, were two or three persons, targeted an independent house, made no attempt to avoid identification, struck during the day, struck while the occupants were out and took gold ornaments. Nearby shops were closed at the time. The complainant has submitted bills for some of the items.",,TALA_TODA,SWATANTRA_MAKAN,,SAB_BIKHRA,DO_TEEN,SABBAL|PECHKAS,KOI_NAHI,,SONE_KE_GAHNE,PAIDAL,PAIDAL,,,,,,,,,
MP-UJJ-03,Ujjain,MP-UJJ-03/0067/2022,23-12-2022 11:50 AM,GRIH_BHEDAN,22-12-2022 04:58 AM,22-12-2022 01:31 PM,"Report received at MP-UJJ-03, Ujjain: house burglary between 22-12-2022 04:58 AM and 22-12-2022 01:31 PM. It is stated that the accused opened it with a duplicate key, got in through the door, went straight to where the valuables were kept, struck during the day, came on foot, acted alone, took cash, took electronic items and made no attempt to avoid identification. A spot panchnama was drawn up in the presence of witnesses. The beat constable had passed the area about an hour earlier.",DARWAZA,NAKLI_CHABI,,THODI_DER_BAHAR,SEEDHE_TIJORI,EK,KATAR,KOI_NAHI,,NAKAD|ELECTRONIC_SAMAN,PAIDAL,,,,,,,,,,
MP-IND-01,Indore,MP-IND-01/0088/2022,23-12-2022 12:18 PM,ATM_CHHEDCHHAD,21-12-2022 04:40 PM,22-12-2022 12:54 PM,"The informant reported a ATM tampering in the jurisdiction of MP-IND-01 between 21-12-2022 04:40 PM and 22-12-2022 12:54 PM. It is stated that the accused made no attempt to avoid identification, fitted a skimming device, targeted an offsite ATM kiosk, were two or three persons, left the alarm untouched, used a crowbar, used a cutter, used a screwdriver and took cash. Nearby shops were closed at the time. Enquiries with nearby residents are in progress.",,,,,,DO_TEEN,SABBAL|KATAR|PECHKAS,KOI_NAHI,,NAKAD,,,,,,,,,BAHARI_ATM,SKIMMER_LAGAYA,ALARM_CHALU
MP-JAB-04,Jabalpur,MP-JAB-04/0056/2022,23-12-2022 04:55 PM,CHAIN_JHAPATNA,23-12-2022 03:56 PM,23-12-2022 04:03 PM,"The informant reported a chain snatching in the jurisdiction of MP-JAB-04 between 23-12-2022 03:56 PM and 23-12-2022 04:03 PM. It is stated that the accused appear to have picked the target by chance, struck during the day, targeted a victim who was walking, made no attempt to avoid identification and came on foot. Nearby shops were closed at the time. The complainant does not suspect anyone.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,,SONE_KE_GAHNE|ELECTRONIC_SAMAN,PAIDAL,,,,,,PAIDAL_JA_RAHI,,,,
